,Unnamed: 0,Bus_Route,Direction,Route_Direction,Departure_Terminal,Departure_Time,Arrival_Terminal,Arrival_Time,Distance_km,Runtime_mins,fare
0,0,101,Outbound,101Outbound,CBD,2023-08-05 06:00:00.000000,Remera Taxi Park,2023-08-05 06:38:35.000000,9.676827161054028,38.58333333333333,220
1,1,101,Outbound,101Outbound,CBD,2023-08-05 06:20:00.000000,Remera Taxi Park,2023-08-05 06:58:35.000000,9.676827161054028,38.58333333333333,220
2,2,101,Outbound,101Outbound,CBD,2023-08-05 06:40:00.000000,Remera Taxi Park,2023-08-05 07:18:35.000000,9.676827161054028,38.58333333333333,220
3,3,101,Outbound,101Outbound,CBD,2023-08-05 07:00:00.000000,Remera Taxi Park,2023-08-05 07:38:35.000000,9.676827161054028,38.58333333333333,220
4,4,101,Outbound,101Outbound,CBD,2023-08-05 07:20:00.000000,Remera Taxi Park,2023-08-05 07:58:35.000000,9.676827161054028,38.58333333333333,220
5,5,101,Outbound,101Outbound,CBD,2023-08-05 07:40:00.000000,Remera Taxi Park,2023-08-05 08:18:35.000000,9.676827161054028,38.58333333333333,220
6,6,101,Outbound,101Outbound,CBD,2023-08-05 08:00:00.000000,Remera Taxi Park,2023-08-05 08:38:35.000000,9.676827161054028,38.58333333333333,220
7,7,101,Outbound,101Outbound,CBD,2023-08-05 08:20:00.000000,Remera Taxi Park,2023-08-05 08:58:35.000000,9.676827161054028,38.58333333333333,220
8,8,101,Outbound,101Outbound,CBD,2023-08-05 08:40:00.000000,Remera Taxi Park,2023-08-05 09:18:35.000000,9.676827161054028,38.58333333333333,220
9,9,101,Outbound,101Outbound,CBD,2023-08-05 09:00:00.000000,Remera Taxi Park,2023-08-05 09:38:35.000000,9.676827161054028,38.58333333333333,220
10,10,101,Outbound,101Outbound,CBD,2023-08-05 09:20:00.000000,Remera Taxi Park,2023-08-05 09:58:35.000000,9.676827161054028,38.58333333333333,220
11,11,101,Outbound,101Outbound,CBD,2023-08-05 09:40:00.000000,Remera Taxi Park,2023-08-05 10:18:35.000000,9.676827161054028,38.58333333333333,220
12,12,101,Outbound,101Outbound,CBD,2023-08-05 10:00:00.000000,Remera Taxi Park,2023-08-05 10:38:35.000000,9.676827161054028,38.58333333333333,220
13,13,101,Outbound,101Outbound,CBD,2023-08-05 10:20:00.000000,Remera Taxi Park,2023-08-05 10:58:35.000000,9.676827161054028,38.58333333333333,220
14,14,101,Outbound,101Outbound,CBD,2023-08-05 10:40:00.000000,Remera Taxi Park,2023-08-05 11:18:35.000000,9.676827161054028,38.58333333333333,220
15,15,101,Outbound,101Outbound,CBD,2023-08-05 11:00:00.000000,Remera Taxi Park,2023-08-05 11:38:35.000000,9.676827161054028,38.58333333333333,220
16,16,101,Outbound,101Outbound,CBD,2023-08-05 11:20:00.000000,Remera Taxi Park,2023-08-05 11:58:35.000000,9.676827161054028,38.58333333333333,220
17,17,101,Outbound,101Outbound,CBD,2023-08-05 11:40:00.000000,Remera Taxi Park,2023-08-05 12:18:35.000000,9.676827161054028,38.58333333333333,220
18,18,101,Outbound,101Outbound,CBD,2023-08-05 12:00:00.000000,Remera Taxi Park,2023-08-05 12:38:35.000000,9.676827161054028,38.58333333333333,220
19,19,101,Outbound,101Outbound,CBD,2023-08-05 12:20:00.000000,Remera Taxi Park,2023-08-05 12:58:35.000000,9.676827161054028,38.58333333333333,220
20,20,101,Outbound,101Outbound,CBD,2023-08-05 12:40:00.000000,Remera Taxi Park,2023-08-05 13:18:35.000000,9.676827161054028,38.58333333333333,220
21,21,101,Outbound,101Outbound,CBD,2023-08-05 13:00:00.000000,Remera Taxi Park,2023-08-05 13:38:35.000000,9.676827161054028,38.58333333333333,220
22,22,101,Outbound,101Outbound,CBD,2023-08-05 13:20:00.000000,Remera Taxi Park,2023-08-05 13:58:35.000000,9.676827161054028,38.58333333333333,220
23,23,101,Outbound,101Outbound,CBD,2023-08-05 13:40:00.000000,Remera Taxi Park,2023-08-05 14:18:35.000000,9.676827161054028,38.58333333333333,220
24,24,101,Outbound,101Outbound,CBD,2023-08-05 14:00:00.000000,Remera Taxi Park,2023-08-05 14:38:35.000000,9.676827161054028,38.58333333333333,220
25,25,101,Outbound,101Outbound,CBD,2023-08-05 14:20:00.000000,Remera Taxi Park,2023-08-05 14:58:35.000000,9.676827161054028,38.58333333333333,220
26,26,101,Outbound,101Outbound,CBD,2023-08-05 14:40:00.000000,Remera Taxi Park,2023-08-05 15:18:35.000000,9.676827161054028,38.58333333333333,220
27,27,101,Outbound,101Outbound,CBD,2023-08-05 15:00:00.000000,Remera Taxi Park,2023-08-05 15:38:35.000000,9.676827161054028,38.58333333333333,220
28,28,101,Outbound,101Outbound,CBD,2023-08-05 15:20:00.000000,Remera Taxi Park,2023-08-05 15:58:35.000000,9.676827161054028,38.58333333333333,220
29,29,101,Outbound,101Outbound,CBD,2023-08-05 15:40:00.000000,Remera Taxi Park,2023-08-05 16:18:35.000000,9.676827161054028,38.58333333333333,220
30,30,101,Outbound,101Outbound,CBD,2023-08-05 16:00:00.000000,Remera Taxi Park,2023-08-05 16:38:35.000000,9.676827161054028,38.58333333333333,220
31,31,101,Outbound,101Outbound,CBD,2023-08-05 16:20:00.000000,Remera Taxi Park,2023-08-05 16:58:35.000000,9.676827161054028,38.58333333333333,220
32,32,101,Outbound,101Outbound,CBD,2023-08-05 16:40:00.000000,Remera Taxi Park,2023-08-05 17:18:35.000000,9.676827161054028,38.58333333333333,220
33,33,101,Outbound,101Outbound,CBD,2023-08-05 17:00:00.000000,Remera Taxi Park,2023-08-05 17:38:35.000000,9.676827161054028,38.58333333333333,220
34,34,101,Outbound,101Outbound,CBD,2023-08-05 17:20:00.000000,Remera Taxi Park,2023-08-05 17:58:35.000000,9.676827161054028,38.58333333333333,220
35,35,101,Outbound,101Outbound,CBD,2023-08-05 17:40:00.000000,Remera Taxi Park,2023-08-05 18:18:35.000000,9.676827161054028,38.58333333333333,220
36,36,101,Outbound,101Outbound,CBD,2023-08-05 18:00:00.000000,Remera Taxi Park,2023-08-05 18:38:35.000000,9.676827161054028,38.58333333333333,220
37,37,101,Outbound,101Outbound,CBD,2023-08-05 18:20:00.000000,Remera Taxi Park,2023-08-05 18:58:35.000000,9.676827161054028,38.58333333333333,220
38,38,101,Outbound,101Outbound,CBD,2023-08-05 18:40:00.000000,Remera Taxi Park,2023-08-05 19:18:35.000000,9.676827161054028,38.58333333333333,220
39,39,101,Outbound,101Outbound,CBD,2023-08-05 19:00:00.000000,Remera Taxi Park,2023-08-05 19:38:35.000000,9.676827161054028,38.58333333333333,220
40,40,101,Outbound,101Outbound,CBD,2023-08-05 19:20:00.000000,Remera Taxi Park,2023-08-05 19:58:35.000000,9.676827161054028,38.58333333333333,220
41,41,101,Outbound,101Outbound,CBD,2023-08-05 19:40:00.000000,Remera Taxi Park,2023-08-05 20:18:35.000000,9.676827161054028,38.58333333333333,220
42,42,101,Outbound,101Outbound,CBD,2023-08-05 20:00:00.000000,Remera Taxi Park,2023-08-05 20:38:35.000000,9.676827161054028,38.58333333333333,220
43,43,101,Outbound,101Outbound,CBD,2023-08-05 20:20:00.000000,Remera Taxi Park,2023-08-05 20:58:35.000000,9.676827161054028,38.58333333333333,220
44,44,101,Outbound,101Outbound,CBD,2023-08-05 20:40:00.000000,Remera Taxi Park,2023-08-05 21:18:35.000000,9.676827161054028,38.58333333333333,220
45,45,101,Outbound,101Outbound,CBD,2023-08-05 21:00:00.000000,Remera Taxi Park,2023-08-05 21:38:35.000000,9.676827161054028,38.58333333333333,220
46,46,101,Outbound,101Outbound,CBD,2023-08-05 21:20:00.000000,Remera Taxi Park,2023-08-05 21:58:35.000000,9.676827161054028,38.58333333333333,220
47,47,101,Outbound,101Outbound,CBD,2023-08-05 21:40:00.000000,Remera Taxi Park,2023-08-05 22:18:35.000000,9.676827161054028,38.58333333333333,220
48,48,101,Outbound,101Outbound,CBD,2023-08-05 22:00:00.000000,Remera Taxi Park,2023-08-05 22:38:35.000000,9.676827161054028,38.58333333333333,220
49,49,101,Outbound,101Outbound,CBD,2023-08-05 22:20:00.000000,Remera Taxi Park,2023-08-05 22:58:35.000000,9.676827161054028,38.58333333333333,220
50,50,101,Outbound,101Outbound,CBD,2023-08-05 22:40:00.000000,Remera Taxi Park,2023-08-05 23:18:35.000000,9.676827161054028,38.58333333333333,220
51,51,101,Outbound,101Outbound,CBD,2023-08-05 23:00:00.000000,Remera Taxi Park,2023-08-05 23:38:35.000000,9.676827161054028,38.58333333333333,220
52,54,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 06:00:00.000000,CBD,2023-08-05 06:44:46.000000,13.832056815212995,44.766666666666666,220
53,55,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 06:20:00.000000,CBD,2023-08-05 07:04:46.000000,13.832056815212995,44.766666666666666,220
54,56,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 06:40:00.000000,CBD,2023-08-05 07:24:46.000000,13.832056815212995,44.766666666666666,220
55,57,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 07:00:00.000000,CBD,2023-08-05 07:44:46.000000,13.832056815212995,44.766666666666666,220
56,58,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 07:20:00.000000,CBD,2023-08-05 08:04:46.000000,13.832056815212995,44.766666666666666,220
57,59,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 07:40:00.000000,CBD,2023-08-05 08:24:46.000000,13.832056815212995,44.766666666666666,220
58,60,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 08:00:00.000000,CBD,2023-08-05 08:44:46.000000,13.832056815212995,44.766666666666666,220
59,61,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 08:20:00.000000,CBD,2023-08-05 09:04:46.000000,13.832056815212995,44.766666666666666,220
60,62,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 08:40:00.000000,CBD,2023-08-05 09:24:46.000000,13.832056815212995,44.766666666666666,220
61,63,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 09:00:00.000000,CBD,2023-08-05 09:44:46.000000,13.832056815212995,44.766666666666666,220
62,64,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 09:20:00.000000,CBD,2023-08-05 10:04:46.000000,13.832056815212995,44.766666666666666,220
63,65,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 09:40:00.000000,CBD,2023-08-05 10:24:46.000000,13.832056815212995,44.766666666666666,220
64,66,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 10:00:00.000000,CBD,2023-08-05 10:44:46.000000,13.832056815212995,44.766666666666666,220
65,67,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 10:20:00.000000,CBD,2023-08-05 11:04:46.000000,13.832056815212995,44.766666666666666,220
66,68,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 10:40:00.000000,CBD,2023-08-05 11:24:46.000000,13.832056815212995,44.766666666666666,220
67,69,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 11:00:00.000000,CBD,2023-08-05 11:44:46.000000,13.832056815212995,44.766666666666666,220
68,70,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 11:20:00.000000,CBD,2023-08-05 12:04:46.000000,13.832056815212995,44.766666666666666,220
69,71,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 11:40:00.000000,CBD,2023-08-05 12:24:46.000000,13.832056815212995,44.766666666666666,220
70,72,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 12:00:00.000000,CBD,2023-08-05 12:44:46.000000,13.832056815212995,44.766666666666666,220
71,73,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 12:20:00.000000,CBD,2023-08-05 13:04:46.000000,13.832056815212995,44.766666666666666,220
72,74,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 12:40:00.000000,CBD,2023-08-05 13:24:46.000000,13.832056815212995,44.766666666666666,220
73,75,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 13:00:00.000000,CBD,2023-08-05 13:44:46.000000,13.832056815212995,44.766666666666666,220
74,76,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 13:20:00.000000,CBD,2023-08-05 14:04:46.000000,13.832056815212995,44.766666666666666,220
75,77,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 13:40:00.000000,CBD,2023-08-05 14:24:46.000000,13.832056815212995,44.766666666666666,220
76,78,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 14:00:00.000000,CBD,2023-08-05 14:44:46.000000,13.832056815212995,44.766666666666666,220
77,79,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 14:20:00.000000,CBD,2023-08-05 15:04:46.000000,13.832056815212995,44.766666666666666,220
78,80,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 14:40:00.000000,CBD,2023-08-05 15:24:46.000000,13.832056815212995,44.766666666666666,220
79,81,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 15:00:00.000000,CBD,2023-08-05 15:44:46.000000,13.832056815212995,44.766666666666666,220
80,82,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 15:20:00.000000,CBD,2023-08-05 16:04:46.000000,13.832056815212995,44.766666666666666,220
81,83,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 15:40:00.000000,CBD,2023-08-05 16:24:46.000000,13.832056815212995,44.766666666666666,220
82,84,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 16:00:00.000000,CBD,2023-08-05 16:44:46.000000,13.832056815212995,44.766666666666666,220
83,85,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 16:20:00.000000,CBD,2023-08-05 17:04:46.000000,13.832056815212995,44.766666666666666,220
84,86,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 16:40:00.000000,CBD,2023-08-05 17:24:46.000000,13.832056815212995,44.766666666666666,220
85,87,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 17:00:00.000000,CBD,2023-08-05 17:44:46.000000,13.832056815212995,44.766666666666666,220
86,88,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 17:20:00.000000,CBD,2023-08-05 18:04:46.000000,13.832056815212995,44.766666666666666,220
87,89,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 17:40:00.000000,CBD,2023-08-05 18:24:46.000000,13.832056815212995,44.766666666666666,220
88,90,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 18:00:00.000000,CBD,2023-08-05 18:44:46.000000,13.832056815212995,44.766666666666666,220
89,91,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 18:20:00.000000,CBD,2023-08-05 19:04:46.000000,13.832056815212995,44.766666666666666,220
90,92,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 18:40:00.000000,CBD,2023-08-05 19:24:46.000000,13.832056815212995,44.766666666666666,220
91,93,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 19:00:00.000000,CBD,2023-08-05 19:44:46.000000,13.832056815212995,44.766666666666666,220
92,94,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 19:20:00.000000,CBD,2023-08-05 20:04:46.000000,13.832056815212995,44.766666666666666,220
93,95,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 19:40:00.000000,CBD,2023-08-05 20:24:46.000000,13.832056815212995,44.766666666666666,220
94,96,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 20:00:00.000000,CBD,2023-08-05 20:44:46.000000,13.832056815212995,44.766666666666666,220
95,97,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 20:20:00.000000,CBD,2023-08-05 21:04:46.000000,13.832056815212995,44.766666666666666,220
96,98,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 20:40:00.000000,CBD,2023-08-05 21:24:46.000000,13.832056815212995,44.766666666666666,220
97,99,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 21:00:00.000000,CBD,2023-08-05 21:44:46.000000,13.832056815212995,44.766666666666666,220
98,100,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 21:20:00.000000,CBD,2023-08-05 22:04:46.000000,13.832056815212995,44.766666666666666,220
99,101,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 21:40:00.000000,CBD,2023-08-05 22:24:46.000000,13.832056815212995,44.766666666666666,220
100,102,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 22:00:00.000000,CBD,2023-08-05 22:44:46.000000,13.832056815212995,44.766666666666666,220
101,103,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 22:20:00.000000,CBD,2023-08-05 23:04:46.000000,13.832056815212995,44.766666666666666,220
102,104,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 22:40:00.000000,CBD,2023-08-05 23:24:46.000000,13.832056815212995,44.766666666666666,220
103,105,101,Inbound,101Inbound,Remera Taxi Park,2023-08-05 23:00:00.000000,CBD,2023-08-05 23:44:46.000000,13.832056815212995,44.766666666666666,220
104,108,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 06:00:00.000000,Kabuga,2023-08-05 07:05:09.500000,25.10286855821212,65.15833333333333,517
105,109,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 06:22:00.000000,Kabuga,2023-08-05 07:27:09.500000,25.10286855821212,65.15833333333333,517
106,110,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 06:44:00.000000,Kabuga,2023-08-05 07:49:09.500000,25.10286855821212,65.15833333333333,517
107,111,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 07:00:00.000000,Kabuga,2023-08-05 08:05:09.500000,25.10286855821212,65.15833333333333,517
108,112,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 07:22:00.000000,Kabuga,2023-08-05 08:27:09.500000,25.10286855821212,65.15833333333333,517
109,113,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 07:44:00.000000,Kabuga,2023-08-05 08:49:09.500000,25.10286855821212,65.15833333333333,517
110,114,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 08:00:00.000000,Kabuga,2023-08-05 09:05:09.500000,25.10286855821212,65.15833333333333,517
111,115,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 08:22:00.000000,Kabuga,2023-08-05 09:27:09.500000,25.10286855821212,65.15833333333333,517
112,116,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 08:44:00.000000,Kabuga,2023-08-05 09:49:09.500000,25.10286855821212,65.15833333333333,517
113,117,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 09:00:00.000000,Kabuga,2023-08-05 10:05:09.500000,25.10286855821212,65.15833333333333,517
114,118,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 09:22:00.000000,Kabuga,2023-08-05 10:27:09.500000,25.10286855821212,65.15833333333333,517
115,119,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 09:44:00.000000,Kabuga,2023-08-05 10:49:09.500000,25.10286855821212,65.15833333333333,517
116,120,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 10:00:00.000000,Kabuga,2023-08-05 11:05:09.500000,25.10286855821212,65.15833333333333,517
117,121,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 10:22:00.000000,Kabuga,2023-08-05 11:27:09.500000,25.10286855821212,65.15833333333333,517
118,122,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 10:44:00.000000,Kabuga,2023-08-05 11:49:09.500000,25.10286855821212,65.15833333333333,517
119,123,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 11:00:00.000000,Kabuga,2023-08-05 12:05:09.500000,25.10286855821212,65.15833333333333,517
120,124,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 11:22:00.000000,Kabuga,2023-08-05 12:27:09.500000,25.10286855821212,65.15833333333333,517
121,125,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 11:44:00.000000,Kabuga,2023-08-05 12:49:09.500000,25.10286855821212,65.15833333333333,517
122,126,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 12:00:00.000000,Kabuga,2023-08-05 13:05:09.500000,25.10286855821212,65.15833333333333,517
123,127,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 12:22:00.000000,Kabuga,2023-08-05 13:27:09.500000,25.10286855821212,65.15833333333333,517
124,128,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 12:44:00.000000,Kabuga,2023-08-05 13:49:09.500000,25.10286855821212,65.15833333333333,517
125,129,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 13:00:00.000000,Kabuga,2023-08-05 14:05:09.500000,25.10286855821212,65.15833333333333,517
126,130,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 13:22:00.000000,Kabuga,2023-08-05 14:27:09.500000,25.10286855821212,65.15833333333333,517
127,131,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 13:44:00.000000,Kabuga,2023-08-05 14:49:09.500000,25.10286855821212,65.15833333333333,517
128,132,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 14:00:00.000000,Kabuga,2023-08-05 15:05:09.500000,25.10286855821212,65.15833333333333,517
129,133,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 14:22:00.000000,Kabuga,2023-08-05 15:27:09.500000,25.10286855821212,65.15833333333333,517
130,134,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 14:44:00.000000,Kabuga,2023-08-05 15:49:09.500000,25.10286855821212,65.15833333333333,517
131,135,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 15:00:00.000000,Kabuga,2023-08-05 16:05:09.500000,25.10286855821212,65.15833333333333,517
132,136,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 15:22:00.000000,Kabuga,2023-08-05 16:27:09.500000,25.10286855821212,65.15833333333333,517
133,137,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 15:44:00.000000,Kabuga,2023-08-05 16:49:09.500000,25.10286855821212,65.15833333333333,517
134,138,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 16:00:00.000000,Kabuga,2023-08-05 17:05:09.500000,25.10286855821212,65.15833333333333,517
135,139,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 16:22:00.000000,Kabuga,2023-08-05 17:27:09.500000,25.10286855821212,65.15833333333333,517
136,140,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 16:44:00.000000,Kabuga,2023-08-05 17:49:09.500000,25.10286855821212,65.15833333333333,517
137,141,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 17:00:00.000000,Kabuga,2023-08-05 18:05:09.500000,25.10286855821212,65.15833333333333,517
138,142,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 17:22:00.000000,Kabuga,2023-08-05 18:27:09.500000,25.10286855821212,65.15833333333333,517
139,143,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 17:44:00.000000,Kabuga,2023-08-05 18:49:09.500000,25.10286855821212,65.15833333333333,517
140,144,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 18:00:00.000000,Kabuga,2023-08-05 19:05:09.500000,25.10286855821212,65.15833333333333,517
141,145,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 18:22:00.000000,Kabuga,2023-08-05 19:27:09.500000,25.10286855821212,65.15833333333333,517
142,146,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 18:44:00.000000,Kabuga,2023-08-05 19:49:09.500000,25.10286855821212,65.15833333333333,517
143,147,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 19:00:00.000000,Kabuga,2023-08-05 20:05:09.500000,25.10286855821212,65.15833333333333,517
144,148,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 19:22:00.000000,Kabuga,2023-08-05 20:27:09.500000,25.10286855821212,65.15833333333333,517
145,149,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 19:44:00.000000,Kabuga,2023-08-05 20:49:09.500000,25.10286855821212,65.15833333333333,517
146,150,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 20:00:00.000000,Kabuga,2023-08-05 21:05:09.500000,25.10286855821212,65.15833333333333,517
147,151,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 20:22:00.000000,Kabuga,2023-08-05 21:27:09.500000,25.10286855821212,65.15833333333333,517
148,152,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 20:44:00.000000,Kabuga,2023-08-05 21:49:09.500000,25.10286855821212,65.15833333333333,517
149,153,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 21:00:00.000000,Kabuga,2023-08-05 22:05:09.500000,25.10286855821212,65.15833333333333,517
150,154,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 21:22:00.000000,Kabuga,2023-08-05 22:27:09.500000,25.10286855821212,65.15833333333333,517
151,155,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 21:44:00.000000,Kabuga,2023-08-05 22:49:09.500000,25.10286855821212,65.15833333333333,517
152,156,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 22:00:00.000000,Kabuga,2023-08-05 23:05:09.500000,25.10286855821212,65.15833333333333,517
153,157,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 22:22:00.000000,Kabuga,2023-08-05 23:27:09.500000,25.10286855821212,65.15833333333333,517
154,158,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 22:44:00.000000,Kabuga,2023-08-05 23:49:09.500000,25.10286855821212,65.15833333333333,517
155,159,102,Outbound,102Outbound,Nyabugogo Taxi Park,2023-08-05 23:00:00.000000,Kabuga,2023-08-06 00:05:09.500000,25.10286855821212,65.15833333333333,517
156,162,102,Inbound,102Inbound,Kabuga,2023-08-05 06:00:00.000000,Nyabugogo Taxi Park,2023-08-05 07:15:24.000000,24.90718346634164,75.4,517
157,163,102,Inbound,102Inbound,Kabuga,2023-08-05 06:22:00.000000,Nyabugogo Taxi Park,2023-08-05 07:37:24.000000,24.90718346634164,75.4,517
158,164,102,Inbound,102Inbound,Kabuga,2023-08-05 06:44:00.000000,Nyabugogo Taxi Park,2023-08-05 07:59:24.000000,24.90718346634164,75.4,517
159,165,102,Inbound,102Inbound,Kabuga,2023-08-05 07:00:00.000000,Nyabugogo Taxi Park,2023-08-05 08:15:24.000000,24.90718346634164,75.4,517
160,166,102,Inbound,102Inbound,Kabuga,2023-08-05 07:22:00.000000,Nyabugogo Taxi Park,2023-08-05 08:37:24.000000,24.90718346634164,75.4,517
161,167,102,Inbound,102Inbound,Kabuga,2023-08-05 07:44:00.000000,Nyabugogo Taxi Park,2023-08-05 08:59:24.000000,24.90718346634164,75.4,517
162,168,102,Inbound,102Inbound,Kabuga,2023-08-05 08:00:00.000000,Nyabugogo Taxi Park,2023-08-05 09:15:24.000000,24.90718346634164,75.4,517
163,169,102,Inbound,102Inbound,Kabuga,2023-08-05 08:22:00.000000,Nyabugogo Taxi Park,2023-08-05 09:37:24.000000,24.90718346634164,75.4,517
164,170,102,Inbound,102Inbound,Kabuga,2023-08-05 08:44:00.000000,Nyabugogo Taxi Park,2023-08-05 09:59:24.000000,24.90718346634164,75.4,517
165,171,102,Inbound,102Inbound,Kabuga,2023-08-05 09:00:00.000000,Nyabugogo Taxi Park,2023-08-05 10:15:24.000000,24.90718346634164,75.4,517
166,172,102,Inbound,102Inbound,Kabuga,2023-08-05 09:22:00.000000,Nyabugogo Taxi Park,2023-08-05 10:37:24.000000,24.90718346634164,75.4,517
