,Unnamed: 0,Bus_Route,Direction,Route_Direction,Departure_Terminal,Departure_Time,Arrival_Terminal,Arrival_Time,Distance_km,Runtime_mins,fare
1323,1373,114,Inbound,114Inbound,Kibaya,2023-08-05 10:36:00.000000,RemeraTaxi Park,2023-08-05 11:07:52.500000,8.10723908151913,31.875,163
1324,1374,114,Inbound,114Inbound,Kibaya,2023-08-05 10:48:00.000000,RemeraTaxi Park,2023-08-05 11:19:52.500000,8.10723908151913,31.875,163
1325,1375,114,Inbound,114Inbound,Kibaya,2023-08-05 11:00:00.000000,RemeraTaxi Park,2023-08-05 11:31:52.500000,8.10723908151913,31.875,163
1326,1376,114,Inbound,114Inbound,Kibaya,2023-08-05 11:12:00.000000,RemeraTaxi Park,2023-08-05 11:43:52.500000,8.10723908151913,31.875,163
1327,1377,114,Inbound,114Inbound,Kibaya,2023-08-05 11:24:00.000000,RemeraTaxi Park,2023-08-05 11:55:52.500000,8.10723908151913,31.875,163
1328,1378,114,Inbound,114Inbound,Kibaya,2023-08-05 11:36:00.000000,RemeraTaxi Park,2023-08-05 12:07:52.500000,8.10723908151913,31.875,163
1329,1379,114,Inbound,114Inbound,Kibaya,2023-08-05 11:48:00.000000,RemeraTaxi Park,2023-08-05 12:19:52.500000,8.10723908151913,31.875,163
1330,1380,114,Inbound,114Inbound,Kibaya,2023-08-05 12:00:00.000000,RemeraTaxi Park,2023-08-05 12:31:52.500000,8.10723908151913,31.875,163
1331,1381,114,Inbound,114Inbound,Kibaya,2023-08-05 12:12:00.000000,RemeraTaxi Park,2023-08-05 12:43:52.500000,8.10723908151913,31.875,163
1332,1382,114,Inbound,114Inbound,Kibaya,2023-08-05 12:24:00.000000,RemeraTaxi Park,2023-08-05 12:55:52.500000,8.10723908151913,31.875,163
1333,1383,114,Inbound,114Inbound,Kibaya,2023-08-05 12:36:00.000000,RemeraTaxi Park,2023-08-05 13:07:52.500000,8.10723908151913,31.875,163
1334,1384,114,Inbound,114Inbound,Kibaya,2023-08-05 12:48:00.000000,RemeraTaxi Park,2023-08-05 13:19:52.500000,8.10723908151913,31.875,163
1335,1385,114,Inbound,114Inbound,Kibaya,2023-08-05 13:00:00.000000,RemeraTaxi Park,2023-08-05 13:31:52.500000,8.10723908151913,31.875,163
1336,1386,114,Inbound,114Inbound,Kibaya,2023-08-05 13:12:00.000000,RemeraTaxi Park,2023-08-05 13:43:52.500000,8.10723908151913,31.875,163
1337,1387,114,Inbound,114Inbound,Kibaya,2023-08-05 13:24:00.000000,RemeraTaxi Park,2023-08-05 13:55:52.500000,8.10723908151913,31.875,163
1338,1388,114,Inbound,114Inbound,Kibaya,2023-08-05 13:36:00.000000,RemeraTaxi Park,2023-08-05 14:07:52.500000,8.10723908151913,31.875,163
1339,1389,114,Inbound,114Inbound,Kibaya,2023-08-05 13:48:00.000000,RemeraTaxi Park,2023-08-05 14:19:52.500000,8.10723908151913,31.875,163
1340,1390,114,Inbound,114Inbound,Kibaya,2023-08-05 14:00:00.000000,RemeraTaxi Park,2023-08-05 14:31:52.500000,8.10723908151913,31.875,163
1341,1391,114,Inbound,114Inbound,Kibaya,2023-08-05 14:12:00.000000,RemeraTaxi Park,2023-08-05 14:43:52.500000,8.10723908151913,31.875,163
1342,1392,114,Inbound,114Inbound,Kibaya,2023-08-05 14:24:00.000000,RemeraTaxi Park,2023-08-05 14:55:52.500000,8.10723908151913,31.875,163
1343,1393,114,Inbound,114Inbound,Kibaya,2023-08-05 14:36:00.000000,RemeraTaxi Park,2023-08-05 15:07:52.500000,8.10723908151913,31.875,163
1344,1394,114,Inbound,114Inbound,Kibaya,2023-08-05 14:48:00.000000,RemeraTaxi Park,2023-08-05 15:19:52.500000,8.10723908151913,31.875,163
1345,1395,114,Inbound,114Inbound,Kibaya,2023-08-05 15:00:00.000000,RemeraTaxi Park,2023-08-05 15:31:52.500000,8.10723908151913,31.875,163
1346,1396,114,Inbound,114Inbound,Kibaya,2023-08-05 15:12:00.000000,RemeraTaxi Park,2023-08-05 15:43:52.500000,8.10723908151913,31.875,163
1347,1397,114,Inbound,114Inbound,Kibaya,2023-08-05 15:24:00.000000,RemeraTaxi Park,2023-08-05 15:55:52.500000,8.10723908151913,31.875,163
1348,1398,114,Inbound,114Inbound,Kibaya,2023-08-05 15:36:00.000000,RemeraTaxi Park,2023-08-05 16:07:52.500000,8.10723908151913,31.875,163
1349,1399,114,Inbound,114Inbound,Kibaya,2023-08-05 15:48:00.000000,RemeraTaxi Park,2023-08-05 16:19:52.500000,8.10723908151913,31.875,163
1350,1400,114,Inbound,114Inbound,Kibaya,2023-08-05 16:00:00.000000,RemeraTaxi Park,2023-08-05 16:31:52.500000,8.10723908151913,31.875,163
1351,1401,114,Inbound,114Inbound,Kibaya,2023-08-05 16:12:00.000000,RemeraTaxi Park,2023-08-05 16:43:52.500000,8.10723908151913,31.875,163
1352,1402,114,Inbound,114Inbound,Kibaya,2023-08-05 16:24:00.000000,RemeraTaxi Park,2023-08-05 16:55:52.500000,8.10723908151913,31.875,163
1353,1403,114,Inbound,114Inbound,Kibaya,2023-08-05 16:36:00.000000,RemeraTaxi Park,2023-08-05 17:07:52.500000,8.10723908151913,31.875,163
1354,1404,114,Inbound,114Inbound,Kibaya,2023-08-05 16:48:00.000000,RemeraTaxi Park,2023-08-05 17:19:52.500000,8.10723908151913,31.875,163
1355,1405,114,Inbound,114Inbound,Kibaya,2023-08-05 17:00:00.000000,RemeraTaxi Park,2023-08-05 17:31:52.500000,8.10723908151913,31.875,163
1356,1406,114,Inbound,114Inbound,Kibaya,2023-08-05 17:12:00.000000,RemeraTaxi Park,2023-08-05 17:43:52.500000,8.10723908151913,31.875,163
1357,1407,114,Inbound,114Inbound,Kibaya,2023-08-05 17:24:00.000000,RemeraTaxi Park,2023-08-05 17:55:52.500000,8.10723908151913,31.875,163
1358,1408,114,Inbound,114Inbound,Kibaya,2023-08-05 17:36:00.000000,RemeraTaxi Park,2023-08-05 18:07:52.500000,8.10723908151913,31.875,163
1359,1409,114,Inbound,114Inbound,Kibaya,2023-08-05 17:48:00.000000,RemeraTaxi Park,2023-08-05 18:19:52.500000,8.10723908151913,31.875,163
1360,1410,114,Inbound,114Inbound,Kibaya,2023-08-05 18:00:00.000000,RemeraTaxi Park,2023-08-05 18:31:52.500000,8.10723908151913,31.875,163
1361,1411,114,Inbound,114Inbound,Kibaya,2023-08-05 18:12:00.000000,RemeraTaxi Park,2023-08-05 18:43:52.500000,8.10723908151913,31.875,163
1362,1412,114,Inbound,114Inbound,Kibaya,2023-08-05 18:24:00.000000,RemeraTaxi Park,2023-08-05 18:55:52.500000,8.10723908151913,31.875,163
1363,1413,114,Inbound,114Inbound,Kibaya,2023-08-05 18:36:00.000000,RemeraTaxi Park,2023-08-05 19:07:52.500000,8.10723908151913,31.875,163
1364,1414,114,Inbound,114Inbound,Kibaya,2023-08-05 18:48:00.000000,RemeraTaxi Park,2023-08-05 19:19:52.500000,8.10723908151913,31.875,163
1365,1415,114,Inbound,114Inbound,Kibaya,2023-08-05 19:00:00.000000,RemeraTaxi Park,2023-08-05 19:31:52.500000,8.10723908151913,31.875,163
1366,1416,114,Inbound,114Inbound,Kibaya,2023-08-05 19:12:00.000000,RemeraTaxi Park,2023-08-05 19:43:52.500000,8.10723908151913,31.875,163
1367,1417,114,Inbound,114Inbound,Kibaya,2023-08-05 19:24:00.000000,RemeraTaxi Park,2023-08-05 19:55:52.500000,8.10723908151913,31.875,163
1368,1418,114,Inbound,114Inbound,Kibaya,2023-08-05 19:36:00.000000,RemeraTaxi Park,2023-08-05 20:07:52.500000,8.10723908151913,31.875,163
1369,1419,114,Inbound,114Inbound,Kibaya,2023-08-05 19:48:00.000000,RemeraTaxi Park,2023-08-05 20:19:52.500000,8.10723908151913,31.875,163
1370,1420,114,Inbound,114Inbound,Kibaya,2023-08-05 20:00:00.000000,RemeraTaxi Park,2023-08-05 20:31:52.500000,8.10723908151913,31.875,163
1371,1421,114,Inbound,114Inbound,Kibaya,2023-08-05 20:12:00.000000,RemeraTaxi Park,2023-08-05 20:43:52.500000,8.10723908151913,31.875,163
1372,1422,114,Inbound,114Inbound,Kibaya,2023-08-05 20:24:00.000000,RemeraTaxi Park,2023-08-05 20:55:52.500000,8.10723908151913,31.875,163
1373,1423,114,Inbound,114Inbound,Kibaya,2023-08-05 20:36:00.000000,RemeraTaxi Park,2023-08-05 21:07:52.500000,8.10723908151913,31.875,163
1374,1424,114,Inbound,114Inbound,Kibaya,2023-08-05 20:48:00.000000,RemeraTaxi Park,2023-08-05 21:19:52.500000,8.10723908151913,31.875,163
1375,1425,114,Inbound,114Inbound,Kibaya,2023-08-05 21:00:00.000000,RemeraTaxi Park,2023-08-05 21:31:52.500000,8.10723908151913,31.875,163
1376,1426,114,Inbound,114Inbound,Kibaya,2023-08-05 21:12:00.000000,RemeraTaxi Park,2023-08-05 21:43:52.500000,8.10723908151913,31.875,163
1377,1427,114,Inbound,114Inbound,Kibaya,2023-08-05 21:24:00.000000,RemeraTaxi Park,2023-08-05 21:55:52.500000,8.10723908151913,31.875,163
1378,1428,114,Inbound,114Inbound,Kibaya,2023-08-05 21:36:00.000000,RemeraTaxi Park,2023-08-05 22:07:52.500000,8.10723908151913,31.875,163
1379,1429,114,Inbound,114Inbound,Kibaya,2023-08-05 21:48:00.000000,RemeraTaxi Park,2023-08-05 22:19:52.500000,8.10723908151913,31.875,163
1380,1430,114,Inbound,114Inbound,Kibaya,2023-08-05 22:00:00.000000,RemeraTaxi Park,2023-08-05 22:31:52.500000,8.10723908151913,31.875,163
1381,1431,114,Inbound,114Inbound,Kibaya,2023-08-05 22:12:00.000000,RemeraTaxi Park,2023-08-05 22:43:52.500000,8.10723908151913,31.875,163
1382,1432,114,Inbound,114Inbound,Kibaya,2023-08-05 22:24:00.000000,RemeraTaxi Park,2023-08-05 22:55:52.500000,8.10723908151913,31.875,163
1383,1433,114,Inbound,114Inbound,Kibaya,2023-08-05 22:36:00.000000,RemeraTaxi Park,2023-08-05 23:07:52.500000,8.10723908151913,31.875,163
1384,1434,114,Inbound,114Inbound,Kibaya,2023-08-05 22:48:00.000000,RemeraTaxi Park,2023-08-05 23:19:52.500000,8.10723908151913,31.875,163
1385,1435,114,Inbound,114Inbound,Kibaya,2023-08-05 23:00:00.000000,RemeraTaxi Park,2023-08-05 23:31:52.500000,8.10723908151913,31.875,163
1386,1440,115,Outbound,115Outbound,CBD,2023-08-05 06:00:00.000000,Remera Taxi Park,2023-08-05 06:33:53.500000,9.379605499029884,33.891666666666666,250
1387,1441,115,Outbound,115Outbound,CBD,2023-08-05 06:30:00.000000,Remera Taxi Park,2023-08-05 07:03:53.500000,9.379605499029884,33.891666666666666,250
1388,1442,115,Outbound,115Outbound,CBD,2023-08-05 07:00:00.000000,Remera Taxi Park,2023-08-05 07:33:53.500000,9.379605499029884,33.891666666666666,250
1389,1443,115,Outbound,115Outbound,CBD,2023-08-05 07:30:00.000000,Remera Taxi Park,2023-08-05 08:03:53.500000,9.379605499029884,33.891666666666666,250
1390,1444,115,Outbound,115Outbound,CBD,2023-08-05 08:00:00.000000,Remera Taxi Park,2023-08-05 08:33:53.500000,9.379605499029884,33.891666666666666,250
1391,1445,115,Outbound,115Outbound,CBD,2023-08-05 08:30:00.000000,Remera Taxi Park,2023-08-05 09:03:53.500000,9.379605499029884,33.891666666666666,250
1392,1446,115,Outbound,115Outbound,CBD,2023-08-05 09:00:00.000000,Remera Taxi Park,2023-08-05 09:33:53.500000,9.379605499029884,33.891666666666666,250
1393,1447,115,Outbound,115Outbound,CBD,2023-08-05 09:30:00.000000,Remera Taxi Park,2023-08-05 10:03:53.500000,9.379605499029884,33.891666666666666,250
1394,1448,115,Outbound,115Outbound,CBD,2023-08-05 10:00:00.000000,Remera Taxi Park,2023-08-05 10:33:53.500000,9.379605499029884,33.891666666666666,250
1395,1449,115,Outbound,115Outbound,CBD,2023-08-05 10:30:00.000000,Remera Taxi Park,2023-08-05 11:03:53.500000,9.379605499029884,33.891666666666666,250
1396,1450,115,Outbound,115Outbound,CBD,2023-08-05 11:00:00.000000,Remera Taxi Park,2023-08-05 11:33:53.500000,9.379605499029884,33.891666666666666,250
1397,1451,115,Outbound,115Outbound,CBD,2023-08-05 11:30:00.000000,Remera Taxi Park,2023-08-05 12:03:53.500000,9.379605499029884,33.891666666666666,250
1398,1452,115,Outbound,115Outbound,CBD,2023-08-05 12:00:00.000000,Remera Taxi Park,2023-08-05 12:33:53.500000,9.379605499029884,33.891666666666666,250
1399,1453,115,Outbound,115Outbound,CBD,2023-08-05 12:30:00.000000,Remera Taxi Park,2023-08-05 13:03:53.500000,9.379605499029884,33.891666666666666,250
1400,1454,115,Outbound,115Outbound,CBD,2023-08-05 13:00:00.000000,Remera Taxi Park,2023-08-05 13:33:53.500000,9.379605499029884,33.891666666666666,250
1401,1455,115,Outbound,115Outbound,CBD,2023-08-05 13:30:00.000000,Remera Taxi Park,2023-08-05 14:03:53.500000,9.379605499029884,33.891666666666666,250
1402,1456,115,Outbound,115Outbound,CBD,2023-08-05 14:00:00.000000,Remera Taxi Park,2023-08-05 14:33:53.500000,9.379605499029884,33.891666666666666,250
1403,1457,115,Outbound,115Outbound,CBD,2023-08-05 14:30:00.000000,Remera Taxi Park,2023-08-05 15:03:53.500000,9.379605499029884,33.891666666666666,250
1404,1458,115,Outbound,115Outbound,CBD,2023-08-05 15:00:00.000000,Remera Taxi Park,2023-08-05 15:33:53.500000,9.379605499029884,33.891666666666666,250
1405,1459,115,Outbound,115Outbound,CBD,2023-08-05 15:30:00.000000,Remera Taxi Park,2023-08-05 16:03:53.500000,9.379605499029884,33.891666666666666,250
1406,1460,115,Outbound,115Outbound,CBD,2023-08-05 16:00:00.000000,Remera Taxi Park,2023-08-05 16:33:53.500000,9.379605499029884,33.891666666666666,250
1407,1461,115,Outbound,115Outbound,CBD,2023-08-05 16:30:00.000000,Remera Taxi Park,2023-08-05 17:03:53.500000,9.379605499029884,33.891666666666666,250
1408,1462,115,Outbound,115Outbound,CBD,2023-08-05 17:00:00.000000,Remera Taxi Park,2023-08-05 17:33:53.500000,9.379605499029884,33.891666666666666,250
1409,1463,115,Outbound,115Outbound,CBD,2023-08-05 17:30:00.000000,Remera Taxi Park,2023-08-05 18:03:53.500000,9.379605499029884,33.891666666666666,250
1410,1464,115,Outbound,115Outbound,CBD,2023-08-05 18:00:00.000000,Remera Taxi Park,2023-08-05 18:33:53.500000,9.379605499029884,33.891666666666666,250
1411,1465,115,Outbound,115Outbound,CBD,2023-08-05 18:30:00.000000,Remera Taxi Park,2023-08-05 19:03:53.500000,9.379605499029884,33.891666666666666,250
1412,1466,115,Outbound,115Outbound,CBD,2023-08-05 19:00:00.000000,Remera Taxi Park,2023-08-05 19:33:53.500000,9.379605499029884,33.891666666666666,250
1413,1467,115,Outbound,115Outbound,CBD,2023-08-05 19:30:00.000000,Remera Taxi Park,2023-08-05 20:03:53.500000,9.379605499029884,33.891666666666666,250
1414,1468,115,Outbound,115Outbound,CBD,2023-08-05 20:00:00.000000,Remera Taxi Park,2023-08-05 20:33:53.500000,9.379605499029884,33.891666666666666,250
1415,1469,115,Outbound,115Outbound,CBD,2023-08-05 20:30:00.000000,Remera Taxi Park,2023-08-05 21:03:53.500000,9.379605499029884,33.891666666666666,250
1416,1470,115,Outbound,115Outbound,CBD,2023-08-05 21:00:00.000000,Remera Taxi Park,2023-08-05 21:33:53.500000,9.379605499029884,33.891666666666666,250
1417,1471,115,Outbound,115Outbound,CBD,2023-08-05 21:30:00.000000,Remera Taxi Park,2023-08-05 22:03:53.500000,9.379605499029884,33.891666666666666,250
1418,1472,115,Outbound,115Outbound,CBD,2023-08-05 22:00:00.000000,Remera Taxi Park,2023-08-05 22:33:53.500000,9.379605499029884,33.891666666666666,250
1419,1473,115,Outbound,115Outbound,CBD,2023-08-05 22:30:00.000000,Remera Taxi Park,2023-08-05 23:03:53.500000,9.379605499029884,33.891666666666666,250
1420,1474,115,Outbound,115Outbound,CBD,2023-08-05 23:00:00.000000,Remera Taxi Park,2023-08-05 23:33:53.500000,9.379605499029884,33.891666666666666,250
1421,1476,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 06:00:00.000000,CBD,2023-08-05 06:47:45.000000,9.3067928023551,47.75,250
1422,1477,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 06:30:00.000000,CBD,2023-08-05 07:17:45.000000,9.3067928023551,47.75,250
1423,1478,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 07:00:00.000000,CBD,2023-08-05 07:47:45.000000,9.3067928023551,47.75,250
1424,1479,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 07:30:00.000000,CBD,2023-08-05 08:17:45.000000,9.3067928023551,47.75,250
1425,1480,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 08:00:00.000000,CBD,2023-08-05 08:47:45.000000,9.3067928023551,47.75,250
1426,1481,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 08:30:00.000000,CBD,2023-08-05 09:17:45.000000,9.3067928023551,47.75,250
1427,1482,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 09:00:00.000000,CBD,2023-08-05 09:47:45.000000,9.3067928023551,47.75,250
1428,1483,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 09:30:00.000000,CBD,2023-08-05 10:17:45.000000,9.3067928023551,47.75,250
1429,1484,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 10:00:00.000000,CBD,2023-08-05 10:47:45.000000,9.3067928023551,47.75,250
1430,1485,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 10:30:00.000000,CBD,2023-08-05 11:17:45.000000,9.3067928023551,47.75,250
1431,1486,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 11:00:00.000000,CBD,2023-08-05 11:47:45.000000,9.3067928023551,47.75,250
1432,1487,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 11:30:00.000000,CBD,2023-08-05 12:17:45.000000,9.3067928023551,47.75,250
1433,1488,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 12:00:00.000000,CBD,2023-08-05 12:47:45.000000,9.3067928023551,47.75,250
1434,1489,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 12:30:00.000000,CBD,2023-08-05 13:17:45.000000,9.3067928023551,47.75,250
1435,1490,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 13:00:00.000000,CBD,2023-08-05 13:47:45.000000,9.3067928023551,47.75,250
1436,1491,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 13:30:00.000000,CBD,2023-08-05 14:17:45.000000,9.3067928023551,47.75,250
1437,1492,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 14:00:00.000000,CBD,2023-08-05 14:47:45.000000,9.3067928023551,47.75,250
1438,1493,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 14:30:00.000000,CBD,2023-08-05 15:17:45.000000,9.3067928023551,47.75,250
1439,1494,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 15:00:00.000000,CBD,2023-08-05 15:47:45.000000,9.3067928023551,47.75,250
1440,1495,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 15:30:00.000000,CBD,2023-08-05 16:17:45.000000,9.3067928023551,47.75,250
1441,1496,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 16:00:00.000000,CBD,2023-08-05 16:47:45.000000,9.3067928023551,47.75,250
1442,1497,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 16:30:00.000000,CBD,2023-08-05 17:17:45.000000,9.3067928023551,47.75,250
1443,1498,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 17:00:00.000000,CBD,2023-08-05 17:47:45.000000,9.3067928023551,47.75,250
1444,1499,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 17:30:00.000000,CBD,2023-08-05 18:17:45.000000,9.3067928023551,47.75,250
1445,1500,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 18:00:00.000000,CBD,2023-08-05 18:47:45.000000,9.3067928023551,47.75,250
1446,1501,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 18:30:00.000000,CBD,2023-08-05 19:17:45.000000,9.3067928023551,47.75,250
1447,1502,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 19:00:00.000000,CBD,2023-08-05 19:47:45.000000,9.3067928023551,47.75,250
1448,1503,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 19:30:00.000000,CBD,2023-08-05 20:17:45.000000,9.3067928023551,47.75,250
1449,1504,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 20:00:00.000000,CBD,2023-08-05 20:47:45.000000,9.3067928023551,47.75,250
1450,1505,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 20:30:00.000000,CBD,2023-08-05 21:17:45.000000,9.3067928023551,47.75,250
1451,1506,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 21:00:00.000000,CBD,2023-08-05 21:47:45.000000,9.3067928023551,47.75,250
1452,1507,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 21:30:00.000000,CBD,2023-08-05 22:17:45.000000,9.3067928023551,47.75,250
1453,1508,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 22:00:00.000000,CBD,2023-08-05 22:47:45.000000,9.3067928023551,47.75,250
1454,1509,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 22:30:00.000000,CBD,2023-08-05 23:17:45.000000,9.3067928023551,47.75,250
1455,1510,115,Inbound,115Inbound,Remera Taxi Park,2023-08-05 23:00:00.000000,CBD,2023-08-05 23:47:45.000000,9.3067928023551,47.75,250
1456,1512,201,Outbound,201Outbound,CBD,2023-08-05 06:00:00.000000,St. Joseph,2023-08-05 07:02:27.000000,9.656197514944177,62.45,286
1457,1513,201,Outbound,201Outbound,CBD,2023-08-05 06:25:00.000000,St. Joseph,2023-08-05 07:27:27.000000,9.656197514944177,62.45,286
1458,1514,201,Outbound,201Outbound,CBD,2023-08-05 07:00:00.000000,St. Joseph,2023-08-05 08:02:27.000000,9.656197514944177,62.45,286
1459,1515,201,Outbound,201Outbound,CBD,2023-08-05 07:25:00.000000,St. Joseph,2023-08-05 08:27:27.000000,9.656197514944177,62.45,286
1460,1516,201,Outbound,201Outbound,CBD,2023-08-05 08:00:00.000000,St. Joseph,2023-08-05 09:02:27.000000,9.656197514944177,62.45,286
1461,1517,201,Outbound,201Outbound,CBD,2023-08-05 08:25:00.000000,St. Joseph,2023-08-05 09:27:27.000000,9.656197514944177,62.45,286
1462,1518,201,Outbound,201Outbound,CBD,2023-08-05 09:00:00.000000,St. Joseph,2023-08-05 10:02:27.000000,9.656197514944177,62.45,286
1463,1519,201,Outbound,201Outbound,CBD,2023-08-05 09:25:00.000000,St. Joseph,2023-08-05 10:27:27.000000,9.656197514944177,62.45,286
1464,1520,201,Outbound,201Outbound,CBD,2023-08-05 10:00:00.000000,St. Joseph,2023-08-05 11:02:27.000000,9.656197514944177,62.45,286
1465,1521,201,Outbound,201Outbound,CBD,2023-08-05 10:25:00.000000,St. Joseph,2023-08-05 11:27:27.000000,9.656197514944177,62.45,286
1466,1522,201,Outbound,201Outbound,CBD,2023-08-05 11:00:00.000000,St. Joseph,2023-08-05 12:02:27.000000,9.656197514944177,62.45,286
1467,1523,201,Outbound,201Outbound,CBD,2023-08-05 11:25:00.000000,St. Joseph,2023-08-05 12:27:27.000000,9.656197514944177,62.45,286
1468,1524,201,Outbound,201Outbound,CBD,2023-08-05 12:00:00.000000,St. Joseph,2023-08-05 13:02:27.000000,9.656197514944177,62.45,286
1469,1525,201,Outbound,201Outbound,CBD,2023-08-05 12:25:00.000000,St. Joseph,2023-08-05 13:27:27.000000,9.656197514944177,62.45,286
1470,1526,201,Outbound,201Outbound,CBD,2023-08-05 13:00:00.000000,St. Joseph,2023-08-05 14:02:27.000000,9.656197514944177,62.45,286
1471,1527,201,Outbound,201Outbound,CBD,2023-08-05 13:25:00.000000,St. Joseph,2023-08-05 14:27:27.000000,9.656197514944177,62.45,286
1472,1528,201,Outbound,201Outbound,CBD,2023-08-05 14:00:00.000000,St. Joseph,2023-08-05 15:02:27.000000,9.656197514944177,62.45,286
1473,1529,201,Outbound,201Outbound,CBD,2023-08-05 14:25:00.000000,St. Joseph,2023-08-05 15:27:27.000000,9.656197514944177,62.45,286
1474,1530,201,Outbound,201Outbound,CBD,2023-08-05 15:00:00.000000,St. Joseph,2023-08-05 16:02:27.000000,9.656197514944177,62.45,286
1475,1531,201,Outbound,201Outbound,CBD,2023-08-05 15:25:00.000000,St. Joseph,2023-08-05 16:27:27.000000,9.656197514944177,62.45,286
1476,1532,201,Outbound,201Outbound,CBD,2023-08-05 16:00:00.000000,St. Joseph,2023-08-05 17:02:27.000000,9.656197514944177,62.45,286
1477,1533,201,Outbound,201Outbound,CBD,2023-08-05 16:25:00.000000,St. Joseph,2023-08-05 17:27:27.000000,9.656197514944177,62.45,286
1478,1534,201,Outbound,201Outbound,CBD,2023-08-05 17:00:00.000000,St. Joseph,2023-08-05 18:02:27.000000,9.656197514944177,62.45,286
1479,1535,201,Outbound,201Outbound,CBD,2023-08-05 17:25:00.000000,St. Joseph,2023-08-05 18:27:27.000000,9.656197514944177,62.45,286
1480,1536,201,Outbound,201Outbound,CBD,2023-08-05 18:00:00.000000,St. Joseph,2023-08-05 19:02:27.000000,9.656197514944177,62.45,286
1481,1537,201,Outbound,201Outbound,CBD,2023-08-05 18:25:00.000000,St. Joseph,2023-08-05 19:27:27.000000,9.656197514944177,62.45,286
1482,1538,201,Outbound,201Outbound,CBD,2023-08-05 19:00:00.000000,St. Joseph,2023-08-05 20:02:27.000000,9.656197514944177,62.45,286
1483,1539,201,Outbound,201Outbound,CBD,2023-08-05 19:25:00.000000,St. Joseph,2023-08-05 20:27:27.000000,9.656197514944177,62.45,286
1484,1540,201,Outbound,201Outbound,CBD,2023-08-05 20:00:00.000000,St. Joseph,2023-08-05 21:02:27.000000,9.656197514944177,62.45,286
1485,1541,201,Outbound,201Outbound,CBD,2023-08-05 20:25:00.000000,St. Joseph,2023-08-05 21:27:27.000000,9.656197514944177,62.45,286
1486,1542,201,Outbound,201Outbound,CBD,2023-08-05 21:00:00.000000,St. Joseph,2023-08-05 22:02:27.000000,9.656197514944177,62.45,286
1487,1543,201,Outbound,201Outbound,CBD,2023-08-05 21:25:00.000000,St. Joseph,2023-08-05 22:27:27.000000,9.656197514944177,62.45,286
1488,1544,201,Outbound,201Outbound,CBD,2023-08-05 22:00:00.000000,St. Joseph,2023-08-05 23:02:27.000000,9.656197514944177,62.45,286
1489,1545,201,Outbound,201Outbound,CBD,2023-08-05 22:25:00.000000,St. Joseph,2023-08-05 23:27:27.000000,9.656197514944177,62.45,286
1490,1546,201,Outbound,201Outbound,CBD,2023-08-05 23:00:00.000000,St. Joseph,2023-08-06 00:02:27.000000,9.656197514944177,62.45,286
1491,1548,201,Inbound,201Inbound,St. Joseph,2023-08-05 06:00:00.000000,CBD,2023-08-05 06:57:01.000000,13.648068362435836,57.01666666666667,286
1492,1549,201,Inbound,201Inbound,St. Joseph,2023-08-05 06:25:00.000000,CBD,2023-08-05 07:22:01.000000,13.648068362435836,57.01666666666667,286
1493,1550,201,Inbound,201Inbound,St. Joseph,2023-08-05 07:00:00.000000,CBD,2023-08-05 07:57:01.000000,13.648068362435836,57.01666666666667,286
1494,1551,201,Inbound,201Inbound,St. Joseph,2023-08-05 07:25:00.000000,CBD,2023-08-05 08:22:01.000000,13.648068362435836,57.01666666666667,286
1495,1552,201,Inbound,201Inbound,St. Joseph,2023-08-05 08:00:00.000000,CBD,2023-08-05 08:57:01.000000,13.648068362435836,57.01666666666667,286
